GENESIS-Tabelle: 12421-0002
Vorausberechneter Bevölkerungsstand: Deutschland, Stichtag,;;;;;;
Varianten der Bevölkerungsvorausberechnung, Geschlecht,;;;;;;
Altersjahre;;;;;;
Bevölkerungsvorausberechnungen;;;;;;
Deutschland;;;;;;
Vorausberechneter Bevölkerungsstand (1000);;;;;;
;;;;Stichtag;Stichtag;Stichtag
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;69-Jährige;447;459;463
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;70-Jährige;431;454;500
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;71-Jährige;425;424;484
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;72-Jährige;406;411;488
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;73-Jährige;365;399;468
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;74-Jährige;335;382;449
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;75-Jährige;284;364;425
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;76-Jährige;241;358;411
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;77-Jährige;315;350;400
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;78-Jährige;310;367;395
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;79-Jährige;290;389;376
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;80-Jährige;334;387;364
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;81-Jährige;331;398;331
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;82-Jährige;306;395;311
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;83-Jährige;264;381;292
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;84-Jährige;225;365;268
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;85-Jährige;196;339;244
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;86-Jährige;167;315;227
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;87-Jährige;135;282;208
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;88-Jährige;92;243;203
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;89-Jährige;76;209;199
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;90-Jährige;64;175;180
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;91-Jährige;53;144;167
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;92-Jährige;41;113;148
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;93-Jährige;31;90;126
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;94-Jährige;21;69;105
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;95-Jährige;14;52;84
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;96-Jährige;9;38;66
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;97-Jährige;5;27;49
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;98-Jährige;3;20;35
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;99-Jährige;2;13;25
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;100 Jahre und mehr;3;23;46
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);männlich;Insgesamt;40994;38777;38258
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;unter 1 Jahr;509;422;456
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;1-Jährige;468;414;459
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;2-Jährige;427;406;461
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;3-Jährige;385;399;462
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;4-Jährige;386;392;460
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;5-Jährige;391;387;457
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;6-Jährige;377;382;452
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;7-Jährige;372;379;446
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;8-Jährige;359;377;439
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;9-Jährige;357;376;431
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;10-Jährige;350;376;422
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;11-Jährige;358;377;414
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;12-Jährige;352;380;406
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;13-Jährige;362;383;398
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;14-Jährige;359;388;392
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;15-Jährige;351;393;387
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;16-Jährige;357;400;382
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;17-Jährige;364;407;379
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;18-Jährige;364;415;377
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;19-Jährige;370;424;376
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;20-Jährige;379;433;376
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;21-Jährige;400;443;377
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;22-Jährige;405;452;379
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;23-Jährige;423;462;383
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;24-Jährige;445;471;387
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;25-Jährige;445;480;393
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;26-Jährige;438;488;399
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;27-Jährige;447;496;407
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;28-Jährige;464;502;415
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;29-Jährige;474;508;424
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;30-Jährige;492;467;433
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;31-Jährige;536;425;442
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;32-Jährige;532;384;452
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;33-Jährige;543;385;462
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;34-Jährige;532;390;471
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;35-Jährige;526;376;479
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;36-Jährige;511;371;488
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;37-Jährige;509;358;495
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;38-Jährige;512;356;502
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;39-Jährige;523;348;507
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;40-Jährige;521;356;466
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;41-Jährige;524;350;425
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;42-Jährige;499;360;383
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;43-Jährige;492;357;384
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;44-Jährige;487;349;389
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;45-Jährige;479;354;375
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;46-Jährige;465;361;370
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;47-Jährige;473;361;356
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;48-Jährige;476;366;354
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;49-Jährige;513;375;346
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;50-Jährige;563;395;354
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;51-Jährige;583;400;348
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;52-Jährige;623;417;357
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;53-Jährige;651;438;354
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;54-Jährige;667;437;346
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;55-Jährige;683;429;350
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;56-Jährige;683;437;357
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;57-Jährige;695;452;356
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;58-Jährige;688;461;361
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;59-Jährige;666;477;369
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;60-Jährige;657;519;388
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;61-Jährige;634;513;392
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;62-Jährige;614;521;407
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;63-Jährige;578;509;427
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;64-Jährige;564;500;425
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;65-Jährige;547;484;416
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;66-Jährige;531;479;423
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;67-Jährige;522;478;436
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;68-Jährige;504;485;443
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;69-Jährige;501;480;457
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;70-Jährige;487;479;494
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;71-Jährige;484;452;487
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;72-Jährige;463;441;492
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;73-Jährige;417;432;478
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;74-Jährige;390;420;467
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;75-Jährige;337;403;448
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;76-Jährige;295;403;441
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;77-Jährige;387;400;436
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;78-Jährige;386;423;438
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;79-Jährige;366;454;428
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;80-Jährige;437;458;420
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;81-Jährige;448;476;390
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;82-Jährige;426;481;372
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;83-Jährige;378;474;355
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;84-Jährige;334;464;335
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;85-Jährige;303;439;309
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;86-Jährige;270;420;297
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;87-Jährige;228;387;280
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;88-Jährige;165;345;279
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;89-Jährige;146;309;280
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;90-Jährige;129;267;261
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;91-Jährige;117;228;248
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;92-Jährige;94;186;227
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;93-Jährige;75;154;200
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;94-Jährige;57;124;172
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;95-Jährige;44;98;142
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;96-Jährige;33;76;116
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;97-Jährige;23;57;91
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;98-Jährige;16;43;68
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;99-Jährige;11;31;51
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;100 Jahre und mehr;16;61;107
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);weiblich;Insgesamt;41997;39256;38349
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;unter 1 Jahr;1046;867;937
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;1-Jährige;962;850;943
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;2-Jährige;876;833;947
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;3-Jährige;789;818;948
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;4-Jährige;791;805;945
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;5-Jährige;801;794;939
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;6-Jährige;775;785;929
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;7-Jährige;765;779;916
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;8-Jährige;738;774;901
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;9-Jährige;734;772;885
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;10-Jährige;718;772;867
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;11-Jährige;736;775;850
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;12-Jährige;724;779;833
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;13-Jährige;744;786;818
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;14-Jährige;739;796;805
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;15-Jährige;724;807;794
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;16-Jährige;733;820;785
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;17-Jährige;749;836;778
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;18-Jährige;750;852;774
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;19-Jährige;764;870;772
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;20-Jährige;787;889;772
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;21-Jährige;833;909;774
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;22-Jährige;855;929;779
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;23-Jährige;888;948;786
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;24-Jährige;935;967;795
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;25-Jährige;932;985;806
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;26-Jährige;918;1002;820
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;27-Jährige;936;1017;835
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;28-Jährige;968;1031;851
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;29-Jährige;985;1042;869
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;30-Jährige;1022;958;888
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;31-Jährige;1116;873;908
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;32-Jährige;1102;786;927
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;33-Jährige;1127;788;947
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;34-Jährige;1102;798;966
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;35-Jährige;1083;772;983
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;36-Jährige;1050;761;1000
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;37-Jährige;1042;734;1015
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;38-Jährige;1044;730;1028
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;39-Jährige;1064;714;1039
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;40-Jährige;1055;730;956
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;41-Jährige;1059;719;870
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;42-Jährige;1007;738;783
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;43-Jährige;992;732;785
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;44-Jährige;983;717;794
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;45-Jährige;963;726;768
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;46-Jährige;937;741;757
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;47-Jährige;949;741;729
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;48-Jährige;955;754;725
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;49-Jährige;1032;775;709
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;50-Jährige;1132;819;724
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;51-Jährige;1172;839;712
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;52-Jährige;1256;870;730
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;53-Jährige;1311;914;724
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;54-Jährige;1343;909;708
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;55-Jährige;1374;892;715
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;56-Jährige;1375;907;728
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;57-Jährige;1395;935;727
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;58-Jährige;1378;948;738
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;59-Jährige;1329;979;757
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;60-Jährige;1304;1064;797
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;61-Jährige;1254;1045;815
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;62-Jährige;1212;1063;843
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;63-Jährige;1138;1033;882
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;64-Jährige;1105;1008;874
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;65-Jährige;1067;970;854
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;66-Jährige;1027;956;865
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;67-Jährige;999;949;887
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;68-Jährige;958;958;896
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;69-Jährige;947;940;920
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;70-Jährige;919;933;995
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;71-Jährige;909;876;971
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;72-Jährige;868;852;980
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;73-Jährige;782;831;946
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;74-Jährige;725;802;916
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;75-Jährige;621;767;873
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;76-Jährige;536;761;852
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;77-Jährige;702;749;836
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;78-Jährige;696;790;833
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;79-Jährige;656;843;804
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;80-Jährige;771;845;784
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;81-Jährige;779;873;721
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;82-Jährige;732;875;683
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;83-Jährige;642;855;647
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;84-Jährige;559;828;603
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;85-Jährige;499;778;553
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;86-Jährige;437;735;523
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;87-Jährige;363;669;488
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;88-Jährige;257;588;482
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;89-Jährige;222;519;479
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;90-Jährige;193;442;442
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;91-Jährige;170;372;415
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;92-Jährige;135;299;375
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;93-Jährige;106;244;325
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;94-Jährige;77;193;277
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;95-Jährige;58;150;225
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;96-Jährige;42;115;182
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;97-Jährige;28;84;140
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;98-Jährige;19;63;103
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;99-Jährige;13;45;76
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;100 Jahre und mehr;19;84;152
BEV-MODELL-08;2,1 Kinder je Frau, WS Null (GRL2W0);Insgesamt;Insgesamt;82991;78034;76607
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;unter 1 Jahr;406;409;408
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;1-Jährige;409;410;411
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;2-Jährige;411;410;416
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;3-Jährige;413;411;420
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;4-Jährige;414;410;423
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;5-Jährige;419;410;426
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;6-Jährige;407;409;429
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;7-Jährige;401;409;431
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;8-Jährige;387;408;433
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;9-Jährige;386;408;434
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;10-Jährige;377;409;435
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;11-Jährige;386;409;436
BEV-MODELL-09;Status-quo: Geburten, LE und WS konstant (GkLkWk);männlich;12-Jährige;380;410;435
